objectid,parentid,title,former_name,architect,architect_url,restoration_architect,building_type,architecture_firm,architecture_firm_url,building_materials,date,date_began,date_completed,date_alteration,date_restoration,date_demolished,description,address,location,latitude,longitude,alteration_architect,note,sources,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text
in030_01,in030,"View, looking east, of rear of building (1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/natlic01.jpg,https://digital.library.mcgill.ca/industrial/images/natlic01.jpg,https://digital.library.mcgill.ca/industrial/images/natlic01.jpg,
in030_02,in030,Looking north at rue de Rouen façade (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/natlic02.jpg,https://digital.library.mcgill.ca/industrial/images/natlic02.jpg,https://digital.library.mcgill.ca/industrial/images/natlic02.jpg,
in030_03,in030,"View, looking north, down ave. Desjardins (1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/natlic03.jpg,https://digital.library.mcgill.ca/industrial/images/natlic03.jpg,https://digital.library.mcgill.ca/industrial/images/natlic03.jpg,
in031,,United Shoe Machinery Ltd./ Le Cours de Coubertin,,"Stone, Howard C.",a033.html,,factory,,,red brick; glass,1911,1911,,,,,View of renovated factory from the Olympic Stadium (1999),2610 avenue Bennett,avenue Bennett,45.55777925,-73.54789846,,This building has been renovated for residential and office use.,"l’atelier d’histoire Hochelaga-Maisonneuve Inc. <em>Evolution de l’architecture industrielle. Un quartier-type: Hochelaga-Maisonneuve.</em> Montréal: l’atelier d’histoire Hochelaga-Maisonneuve Inc., 1982. : 18, 20-1<br>Visuals: exterior photos.<br><br>Lambert, Phyllis. <em>Inventaire des batiments du Vieux Montreal.</em> Quebec: Centre de documentation, Service de l’inventaire des biens culturels, 1977. : 92",IN031,Image;StillImage,image/jpeg,eng,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/unitedshoe.jpg,https://digital.library.mcgill.ca/industrial/images/unitedshoe.jpg,https://digital.library.mcgill.ca/industrial/images/unitedshoe.jpg,
in032,,Vineberg Building/Berman Building,,,,,,Dufort & Décary,f011.html,,1912,,1912,,,,,4060 boul. St-Laurent,boul. St-Laurent,45.51710893,-73.57994982,,,,IN032,Image;StillImage,image/jpeg,eng,,,record,,,,
in033,,Read Building,,,,,light manufacturing,Ross & MacFarlane,f012.html,reinforced concrete frame; brick exterior; Montreal grey stone base; Indiana limestone trim,1913,1912,1913,,,,,420 rue de La Gauchetière ouest,rue de La Gauchetière ouest,45.503323,-73.563237,,,"“Read Building.” 1912-1913. .<br>Location: Ross &amp; Macdonald Archive. Centre canadien d’architecture/ Canadian Centre for Architecture.<br>Note: Folder contains a property plan (1912); preliminary and working drawings of floor and roof plans (1912); floor plan alterations for tenants (1913); elevations from Jurors St., lane, and La Gauchetière (1912); layout of clubrooms for the commercial traveller’s club on eighth floor (1913); detail drawings of partitions, doors, entrance stairs (1912).<br><br> “Alterations to Read Building.” 1920. .<br>Location: Ross &amp; Macdonald Archive. Centre canadien d’architecture/ Canadian Centre for Architecture.<br>Note: Folder contains drawings for new coal chute.<br><br> “Alterations to Read Building.” 1938-1940. .<br>Location: Ross &amp; Macdonald Archive. Centre canadien d’architecture/ Canadian Centre for Architecture.<br>Note: Folder contains preliminary drawings for ninth floor (1940) and motor generating room (1929); renting plans of basement, first and typical floor plans (1940); mechanical drawings of alterations to electric lighting system, transformer room details, riser diagrams (1938).",IN033,Image;StillImage,image/jpeg,eng,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/read.jpg,https://digital.library.mcgill.ca/industrial/images/read.jpg,https://digital.library.mcgill.ca/industrial/images/read.jpg,
in034,,Canadian Marconi Co.,,,,,factory,Ross & MacDonald,f013.html,reinforced concrete; concrete block walls with brick face,1930,,1930,1937,,,,2142 rue Trenton,rue Trenton,45.51432355,-73.633901,J.C. Meadowcraft,,". <em>Journal: Royal Architectural Institute of Canada</em> 19:7, 1942: 166<br>Visuals: exterior photos.<br>Note: Images only.<br><br>Sweeny, Robert. <em>A Guide to the History and Records of Selected Montreal Businesses Before 1947.</em> Montréal: Montréal Business History Project, 1978. : 54-55",IN034,Image;StillImage,image/jpeg,eng,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,multiple,https://digital.library.mcgill.ca/industrial/images/marconi03.jpg,https://digital.library.mcgill.ca/industrial/images/marconi03.jpg,https://digital.library.mcgill.ca/industrial/images/marconi03.jpg,
in034_001,in034,Photo of interior court (c. 1940s); from Journal (RAIC) 19:7 (1942) 166.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/marconi01.jpg,https://digital.library.mcgill.ca/industrial/images/marconi01.jpg,https://digital.library.mcgill.ca/industrial/images/marconi01.jpg,
in034_002,in034,Photo of main plant (c. 1940s); from Journal (RAIC) 19:7 (1942) 166.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/marconi02.jpg,https://digital.library.mcgill.ca/industrial/images/marconi02.jpg,https://digital.library.mcgill.ca/industrial/images/marconi02.jpg,
in034_003,in034,"Photograph (ca. 1930); from Montreal, the Metropolis of Canada: A Comprehensive Record of the Growth and Development of the Canadian Metropolis (Montreal: Montreal Industrial Commission, 1931), 84.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/marconi03.jpg,https://digital.library.mcgill.ca/industrial/images/marconi03.jpg,https://digital.library.mcgill.ca/industrial/images/marconi03.jpg,
in034_004,in034,"Company advertisement from 1931; from Montreal, the Metropolis of Canada: A Comprehensive Record of the Growth and Development of the Canadian Metropolis (Montreal: Montreal Industrial Commission, 1931), 84.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/marconi04.jpg,https://digital.library.mcgill.ca/industrial/images/marconi04.jpg,https://digital.library.mcgill.ca/industrial/images/marconi04.jpg,
in035,,Montreal Herald Building/The Canada Building,,,,,light manufacturing,Brown & Vallance,f014.html,grey brick; terra cotta,1913,1913,,1954,,,,455-465 rue St-Antoine ouest,rue St-Antoine ouest,45.504191,-73.559402,J. Kalenda,,,IN035,Image;StillImage,image/jpeg,eng,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,multiple,https://digital.library.mcgill.ca/industrial/images/herald.jpg,https://digital.library.mcgill.ca/industrial/images/herald.jpg,https://digital.library.mcgill.ca/industrial/images/herald.jpg,
in035_01,in035,"View, looking west, along rue St-Antoine (1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/herald.jpg,https://digital.library.mcgill.ca/industrial/images/herald.jpg,https://digital.library.mcgill.ca/industrial/images/herald.jpg,
in035_02,in035,Detailing above front entrance (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/herald01.jpg,https://digital.library.mcgill.ca/industrial/images/herald01.jpg,https://digital.library.mcgill.ca/industrial/images/herald01.jpg,
in036,,Southam Building,,,,,printing plant,Brown & Vallance,f014.html,steel and reinforced concrete; brick,1916,,1916,1956 (interior and 6th Floor),,,,1070 rue de Bleury,rue de Bleury,45.5042736,-73.5629188,"Barrott, Marshall & Merrill",,"Communauté Urbaine de Montréal. <em>Architecture Industrielle Montreal.</em> Montréal: Le Service, 1982. : 66-67<br>Visuals: exterior photo.",IN036,Image;StillImage,image/jpeg,eng,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,multiple,https://digital.library.mcgill.ca/industrial/images/southam02.jpg,https://digital.library.mcgill.ca/industrial/images/southam02.jpg,https://digital.library.mcgill.ca/industrial/images/southam02.jpg,
in036_01,in036,"View, looking west, from rue de Bleury (1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/southam.jpg,https://digital.library.mcgill.ca/industrial/images/southam.jpg,https://digital.library.mcgill.ca/industrial/images/southam.jpg,
in036_02,in036,View looking south-east (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/southam02.jpg,https://digital.library.mcgill.ca/industrial/images/southam02.jpg,https://digital.library.mcgill.ca/industrial/images/southam02.jpg,
in036_03,in036,Detail showing integrated sign (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/southam02a.jpg,https://digital.library.mcgill.ca/industrial/images/southam02a.jpg,https://digital.library.mcgill.ca/industrial/images/southam02a.jpg,
in036_04,in036,Detail of building ornament (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/southam03.jpg,https://digital.library.mcgill.ca/industrial/images/southam03.jpg,https://digital.library.mcgill.ca/industrial/images/southam03.jpg,
in036_05,in036,Detail of building ornament (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/southam04.jpg,https://digital.library.mcgill.ca/industrial/images/southam04.jpg,https://digital.library.mcgill.ca/industrial/images/southam04.jpg,
in036_06,in036,Looking skyward from street level (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/southam05.jpg,https://digital.library.mcgill.ca/industrial/images/southam05.jpg,https://digital.library.mcgill.ca/industrial/images/southam05.jpg,
in036_07,in036,Detail of building ornament (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/southam06.jpg,https://digital.library.mcgill.ca/industrial/images/southam06.jpg,https://digital.library.mcgill.ca/industrial/images/southam06.jpg,
in036_08,in036,Detail of building ornament (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/southam07.jpg,https://digital.library.mcgill.ca/industrial/images/southam07.jpg,https://digital.library.mcgill.ca/industrial/images/southam07.jpg,
in037,,Crane Company Ltd.,,,,,factory,Brown & Vallance,f014.html,brick; reinforced concrete,1919,,1919,"1920, 1929, 1930",,,,2240-2250 rue Pitt,rue Pitt,45.46977102,-73.58178273,,Alternate address: 3800 St.Patrick. The Crane Company's head office and showroom was located at 386 Beaver Hall Square.,"“Recent Concrete Buildings” . <em>Construction</em> 13:2, 1920: 46-48<br>Visuals: exterior photos, ground floor plan, interior photos of offices.<br><br>Archemi. <em>Inventaire et évaluation des ressources culturelles Canal de Lachine.</em> Montréal: Parcs Canada, 1995. : 281-84<br>Location: Centre de documentation. Parcs Canada- secteur de Lachine.<br>Visuals: exterior photo.<br><br>Faucher et al. <em>Canal de Lachine et ses abords: Étude de zone prioritaire sur la mise en valeur du patrimoine.</em> Montréal: Ville de Montréal, Service de l’habitation et du developpement urbain, 1991. .<br>Visuals: exterior photo.",IN037,Image;StillImage,image/jpeg,eng,,,compound_object,https://digital.library.mcgill.ca/industrial/images/crane.jpg,https://digital.library.mcgill.ca/industrial/images/crane.jpg,https://digital.library.mcgill.ca/industrial/images/crane.jpg,
in037_01,in037,View from rue St-Patrick (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/crane.jpg,https://digital.library.mcgill.ca/industrial/images/crane.jpg,https://digital.library.mcgill.ca/industrial/images/crane.jpg,
in037_02,in037,Ground floor plan; from Construction 13:2 (Feb. 1920) 46.,,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/crane02.jpg,https://digital.library.mcgill.ca/industrial/images/crane02.jpg,https://digital.library.mcgill.ca/industrial/images/crane02.jpg,
in037_03,in037,Exterior view of shop and office; from Construction 13:2 (Feb. 1920) 46.,,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/crane03.jpg,https://digital.library.mcgill.ca/industrial/images/crane03.jpg,https://digital.library.mcgill.ca/industrial/images/crane03.jpg,
in037_04,in037,Interior view of first-floor offices; from Construction 13:2 (Feb. 1920) 48.,,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/crane04.jpg,https://digital.library.mcgill.ca/industrial/images/crane04.jpg,https://digital.library.mcgill.ca/industrial/images/crane04.jpg,
in037_05,in037,Advertisement from 1928; from Journal (RAIC) 5:1 (1928) xxii.,,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/cranead.jpg,https://digital.library.mcgill.ca/industrial/images/cranead.jpg,https://digital.library.mcgill.ca/industrial/images/cranead.jpg,
in037_06,in037,Exterior view of original machine shop and offices (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/crane05.jpg,https://digital.library.mcgill.ca/industrial/images/crane05.jpg,https://digital.library.mcgill.ca/industrial/images/crane05.jpg,
in037_07,in037,Detailed view of the exterior of the machine shop and office (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/crane06.jpg,https://digital.library.mcgill.ca/industrial/images/crane06.jpg,https://digital.library.mcgill.ca/industrial/images/crane06.jpg,
in037_08,in037,View of factory complex; from Construction 13:2 (Feb. 1920) 46.,,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/crane07.jpg,https://digital.library.mcgill.ca/industrial/images/crane07.jpg,https://digital.library.mcgill.ca/industrial/images/crane07.jpg,
in037_09,in037,"View, looking north-east; from Construction 13:2 (Feb. 1920) 47.",,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/crane08.jpg,https://digital.library.mcgill.ca/industrial/images/crane08.jpg,https://digital.library.mcgill.ca/industrial/images/crane08.jpg,
in037_10,in037,Interior view of the pipe bending department; from Construction 13:2 (Feb. 1920) 47.,,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/crane09.jpg,https://digital.library.mcgill.ca/industrial/images/crane09.jpg,https://digital.library.mcgill.ca/industrial/images/crane09.jpg,
in038,,Jenkins Brothers Ltd.,,,,,metalworking plant,Brown & Vallance,f014.html,concrete; brick,1906,,1906,,,,,617 rue St-Rémi,rue St-Rémi,45.4714923,-73.5926835,,Front building on rue St-Rémi has been converted into residential lofts.,"Communauté Urbaine de Montréal. <em>Architecture Industrielle Montreal.</em> Montréal: Le Service, 1982. : 136-137<br>Visuals: exterior photo.",IN038,Image;StillImage,image/jpeg,eng,,,compound_object,https://digital.library.mcgill.ca/industrial/images/jenkins.jpg,https://digital.library.mcgill.ca/industrial/images/jenkins.jpg,https://digital.library.mcgill.ca/industrial/images/jenkins.jpg,
in038_01,in038,"View, looking north, of south-west façade (1999",,,,,,,,,,,,,,,,,,,,,,,,,,,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/jenkins.jpg,https://digital.library.mcgill.ca/industrial/images/jenkins.jpg,https://digital.library.mcgill.ca/industrial/images/jenkins.jpg,
in038_02,in038,Advertisement from 1925; from Journal (RAIC) 2:5 (1925) xxxiii.,,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/jenkinsad.jpg,https://digital.library.mcgill.ca/industrial/images/jenkinsad.jpg,https://digital.library.mcgill.ca/industrial/images/jenkinsad.jpg,
in038_03,in038,"View, looking south-west (1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/jenkins02.jpg,https://digital.library.mcgill.ca/industrial/images/jenkins02.jpg,https://digital.library.mcgill.ca/industrial/images/jenkins02.jpg,
in039,,Desbarats' Building (The Gazette)/Wheatley & Wilson Ltd.,,"Brown, David Robertson",a003.html,,printing plant,,,Red brick and grey limestone,1930,1929,1930,,,,,476-480 rue de La Gauchetière ouest,rue de La Gauchetière ouest,45.5026784,-73.5636547,,,"Lemire, Robert and Monique Trepanier. <em>Inventory of Buildings constructed between 1919 and 1959 in Old Montreal and Saint-Georges and Saint-Andre Wards.</em> Ottawa: Direction des lieux et des parcs historiques nationaux, Parcs Canada, Environment Canada, 1981. : 44",IN039,Image;StillImage,image/jpeg,eng,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,multiple,https://digital.library.mcgill.ca/industrial/images/desbarat01.jpg,https://digital.library.mcgill.ca/industrial/images/desbarat01.jpg,https://digital.library.mcgill.ca/industrial/images/desbarat01.jpg,
in039_01,in039,View looking south-east (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/desbarat.jpg,https://digital.library.mcgill.ca/industrial/images/desbarat.jpg,https://digital.library.mcgill.ca/industrial/images/desbarat.jpg,
in039_02,in039,"View, looking north-east, from the intersection of Beaver Hall and rue de La Gauchetière (1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/desbarat01.jpg,https://digital.library.mcgill.ca/industrial/images/desbarat01.jpg,https://digital.library.mcgill.ca/industrial/images/desbarat01.jpg,
in040,,Food Specialists of Canada Building/Park Avenue Building,,,,,food processing plant,McDougall & Pease,f015.html,steel frame; concrete block; brick,1936,,1936,,,,,6201 avenue du Parc,avenue du Parc,45.526132,-73.61062,,,"Communauté Urbaine de Montréal. <em>Architecture Industrielle Montreal.</em> Montréal: Le Service, 1982. : 268-269<br>Visuals: exterior photo.",IN040,Image;StillImage,image/jpeg,eng,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,multiple,https://digital.library.mcgill.ca/industrial/images/foodspec01.jpg,https://digital.library.mcgill.ca/industrial/images/foodspec01.jpg,https://digital.library.mcgill.ca/industrial/images/foodspec01.jpg,
in040_01,in040,"View, looking north, along ave. Van Horne (1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/foodspec01.jpg,https://digital.library.mcgill.ca/industrial/images/foodspec01.jpg,https://digital.library.mcgill.ca/industrial/images/foodspec01.jpg,
in040_02,in040,Detail of building ornament (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/foodspec02.jpg,https://digital.library.mcgill.ca/industrial/images/foodspec02.jpg,https://digital.library.mcgill.ca/industrial/images/foodspec02.jpg,
in041,,Drummond McCall Company Ltd.,,"Robb, Frederick Garfield",a034.html,,metalworking plant,,,,1923,,1923,,,,,930 rue Smith,rue Smith,45.494785,-73.555792,,Originally manufacturers of foundry facings and supplies.,"<em>Special number of the Dominion Illustrated devoted to Montreal, the Commercial Metropolis of Canada.</em> Montréal: Sabiston Lithographic and Pub. Co., 1891. : 91<br>Location: Dept. of Rare Books and Special Collections. McGill University Library.<br>Note: List the address as 207 St. James St. (Dominion 1891).<br><br>Chambers, Ernest J. <em>The Book of Montreal: a Souvenir of Canada’s Commercial Metropolis.</em> Montréal: Book of Montréal, 1903. : 203, 205<br>Location: Dept. of Rare Books and Special Collections. McGill University Library.",IN041,Image;StillImage,image/jpeg,eng,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,multiple,https://digital.library.mcgill.ca/industrial/images/drummccall01.jpg,https://digital.library.mcgill.ca/industrial/images/drummccall01.jpg,https://digital.library.mcgill.ca/industrial/images/drummccall01.jpg,
in041_01,in041,"View, looking south-west, at main entrance (1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/drummccall01.jpg,https://digital.library.mcgill.ca/industrial/images/drummccall01.jpg,https://digital.library.mcgill.ca/industrial/images/drummccall01.jpg,
in041_02,in041,"View, looking, south-west (1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/drummccall02.jpg,https://digital.library.mcgill.ca/industrial/images/drummccall02.jpg,https://digital.library.mcgill.ca/industrial/images/drummccall02.jpg,
in042,,Bernard Avenue Garage Ltd./Le Clos Saint-Bernard,,,,,storage facility,Perrault & Gadbois,f016.html,reinforced concrete construction; concrete and brick faced walls,1924,,1924,1980,,,,1169 avenue Bernard,avenue Bernard,45.5209715,-73.60808032,,The building underwent major renovations in 1980 and today is used by numerous retailers and other tenants.,"Communauté Urbaine de Montréal. <em>Architecture Industrielle Montreal.</em> Montréal: Le Service, 1982. : 258-259<br>Visuals: exterior photo.",IN042,Image;StillImage,image/jpeg,eng,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,multiple,https://digital.library.mcgill.ca/industrial/images/bernard01.jpg,https://digital.library.mcgill.ca/industrial/images/bernard01.jpg,https://digital.library.mcgill.ca/industrial/images/bernard01.jpg,
in042_01,in042,"View, looking west, along ave. Bernard (1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/bernard01.jpg,https://digital.library.mcgill.ca/industrial/images/bernard01.jpg,https://digital.library.mcgill.ca/industrial/images/bernard01.jpg,
in042_02,in042,Detail of building ornament (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/bernard02.jpg,https://digital.library.mcgill.ca/industrial/images/bernard02.jpg,https://digital.library.mcgill.ca/industrial/images/bernard02.jpg,
in043,,William Dow Brewery Co./La Brasserie O'Keefe,,"Amos, Louis Auguste",a004.html,,brewery,,,steel frame construction; concrete floors; stone; brick and terra cotta,1925,c. 1860,1924-5,"1928, 1929",,,View looking north (1999),990 rue Notre-Dame ouest,rue Notre-Dame ouest,45.49630472,-73.56234846,Louis A. Amos (1929),,"Communauté Urbaine de Montréal. <em>Architecture Industrielle Montreal.</em> Montréal: Le Service, 1982. : 110-113<br>Visuals: exterior photos.<br><br>Laguë, Jean., Willa Burgess, and Mark London. <em>Proposal: Canal de Lachine, Ecluses St-Gabriel.</em> Montréal: Héritage Montréal, 1985. : 21<br><br>Lehmann, Henry. “Superior job done recycling brewery: Technology school moves into plant.” . <em>Montreal Gazette,</em> 1 Feb. 1997: C13<br>Visuals: exterior detail.",IN043,Image;StillImage,image/jpeg,eng,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/dow01.jpg,https://digital.library.mcgill.ca/industrial/images/dow01.jpg,https://digital.library.mcgill.ca/industrial/images/dow01.jpg,
in044,,Elmhurst Dairy Ltd./Laiterie Sealtest,,"Comber, Sydney",a006.html,,beverage processing plant,,,,1928,,1927-28,"1950, 1955-56, 1960, 1969, 1973",,,,7460 rue St-Jacques ouest,rue St-Jacques ouest,45.45279246,-73.63709916,,"The original architect, Sydney Comber, was influenced by the 'Mission Style' of architectural design which originated in California.",,IN044,Image;StillImage,image/jpeg,eng,,,record,,,,
in045,,Harrison Brothers/La Boulangerie POM,,"Comber, Sydney",a006.html,,food processing plant,,,reinforced concrete; steel; brick,1930,,1930,1953,,,,4680 rue Ste-Catherine ouest,rue Ste-Catherine ouest,45.478581,-73.5962607,Brais and Savard,,,IN045,Image;StillImage,image/jpeg,eng,,,record,,,,
in047,,Compagnie aerienne franco-canadienne,,"Cormier, Ernest",a007.html,,storage facility,,,,1930,1929,1930,,,,,13812-13838 rue Notre-Dame est,rue Notre-Dame est,45.66482994,-73.49314225,,Building has been demolished. n.d.,,IN047,Image;StillImage,image/jpeg,eng,,,record,,,,
in048,,Warehouses of Buchanan and Penn,,"Wells, John",a035.html,,storage facility; warehouse,,,Grey stone,1845,"1844-5, 1831-43",,1930,,,"View of Duke Street facades, looking north-west (1999)",799 rue de la Commune ouest,rue de la Commune ouest,45.495376,-73.5528619,,"Alternate address: 15 rue Duke. There is some confusion over the construction dates for the Buchanan Warehouse (1844-45, 1844-47, 1856-60) and whether or not John Wells was the architect. A floor was added to the Penn Warehouse in 1930.","Faucher et al. <em>Canal de Lachine et ses abords: Étude de zone prioritaire sur la mise en valeur du patrimoine.</em> Montréal: Ville de Montréal, Service de l’habitation et du developpement urbain, 1991. .<br>Visuals: exterior photo.<br><br>Laguë, Jean., Willa Burgess, and Mark London. <em>Proposal: Canal de Lachine, Ecluses St-Gabriel.</em> Montréal: Héritage Montréal, 1985. : 21<br><br>Sauvons Montreal/Save Montreal. <em>Recollets: Les quartiers du Centre-Ville du Montreal/ Montreal’s Downtown Neighbourhoods.</em> Montréal: Sauvons Montréal/Save Montréal, 1977. : 35<br>Visuals: exterior photo.<br><br>Sicotte, Anne-Marie and Rene Theriault. <em>The Lachine Canal Historical Guide.</em> Montréal: Association Les Mil Lieues, 1987. : 14<br>Visuals: exterior rendering.",IN048,Image;StillImage,image/jpeg,eng,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/buchpenn.jpg,https://digital.library.mcgill.ca/industrial/images/buchpenn.jpg,https://digital.library.mcgill.ca/industrial/images/buchpenn.jpg,
in049,,Canadian Vickers,,"Arrols of Clyde, William",a036.html,,metalworking plant,,,brick and steel construction; concrete floors and roof,1913,1913,,1921,,,"View, looking north, of old sheet and metal shop (1999)",3400 rue Notre-Dame est,rue Notre-Dame est,45.540556,-73.5378193,,,"Communauté Urbaine de Montréal. <em>Architecture Industrielle Montreal.</em> Montréal: Le Service, 1982. : 214-215<br>Visuals: exterior photo.<br><br>l’atelier d’histoire Hochelaga-Maisonneuve Inc. <em>Evolution de l’architecture industrielle. Un quartier-type: Hochelaga-Maisonneuve.</em> Montréal: l’atelier d’histoire Hochelaga-Maisonneuve Inc., 1982. : 22, 24-5, 32<br>Visuals: exterior photos, detail photo of chimney.",IN049,Image;StillImage,image/jpeg,eng,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/canvickers.jpg,https://digital.library.mcgill.ca/industrial/images/canvickers.jpg,https://digital.library.mcgill.ca/industrial/images/canvickers.jpg,
